place_id,name,latitude,longitude,rating,user_ratings_total,location_score,success_label,daily_footfall,footfall_category,monthly_revenue,profitability,index_right,cell_id,distance_to_cell_center,center_lat,center_lon,competitor_count,nearest_m,road_density_km,major_dist_m,commercial_rent_per_sqft,rental_zone,tier,confidence,locality,locality_dist_m,total_population,ward_id,ward_name,ward_zone,ward_dist_m,footfall_generator_count,nearest_generator_m,transit_stop_count,nearest_transit_m,avg_monthly_income,property_price_sqft,purchasing_power_index,income_tier,distance_to_city_center,rent_to_income_ratio,transit_accessibility_score,footfall_accessibility_score,competition_density,market_saturation,connectivity_score,main_category
ChIJC3DOOeu_wjsR5vh12EOme4M,Karishma Society,18.5033094,73.8229386,4.4,1148,88.0,1,103,High,407880,Medium,1617,cell_1617,0.0012228200417,18.504386050814137,73.82351835156645,13,0.0,28125.78928371212,0.0,28.31,Central Pune,Grade B,Low,left bhusari colony Kothrud,1514.452664452555,91381,PMC_5,Karve Nagar,PMC,1051.7710870716492,1,176.8061215627909,2,0.0,45000.0,5000.0,57.69,Unknown,3925.781948140169,0.0006303359340926,2.0,0.849757646290968,0.1407215769476407,1.282291553644174,28125.78928371212,other
ChIJdbOcs7O7wjsR9Hd7AL7cZ6w,"Crystal Market, Maan",18.5776553,73.6900519,4.2,3660,84.0,1,315,High,1190700,High,41,cell_41,0.0122252757428788,18.5767798245269,73.7022457882103,1,0.0,3976.7698299470258,53.24453291205846,19.55,West Pune,Grade B,Low,Hinjewadi Lakshmi chowk,3557.5104936097264,49146,PCMC_29,Maan–Hinjewadi,PCMC,1242.766984275711,1,108.38450156399674,1,1727.876730306015,45000.0,5000.0,57.69,Unknown,17447.58218819031,0.0006303359340926,0.3665854797946897,0.9022139867428136,0.0199417700315079,0.1690731410408142,3775.7327056347217,other
ChIJx6jM5Xu7wjsRbN_pukRwQRo,Happiness street,18.5871077,73.7001022,4.6,105,92.0,1,10,High,41400,Low,43,cell_43,0.0028074657418531,18.58529472082849,73.7022457882103,1,8.705257468856871,1362.1698069389367,0.0,19.55,West Pune,Grade B,Low,Hinjewadi Lakshmi chowk,3281.581261867584,49146,PCMC_29,Maan–Hinjewadi,PCMC,321.9709513867137,1,1102.330164278342,1,775.9747289874866,45000.0,5000.0,57.69,Unknown,17809.34525870102,0.0006303359340926,0.5630710750992032,0.4756626799117758,0.0199417700315079,0.1690731410408142,1362.1698069389367,other
ChIJZ4N6ZJu7wjsRJoq_gYV1XsM,Photo prints & Premium wall photo frame shop in Hinjewadi Pune.,18.5782047,73.7365389,4.5,182,90.0,1,16,High,64800,Low,513,cell_513,0.0021721484688144,18.5767798245269,73.73817839957509,3,0.0,11513.516790259944,835.0565478526197,19.55,West Pune,Grade B,Low,Hinjewadi Lakshmi chowk,1464.7911229984652,51550,PCMC_28,Wakad–Hinjewadi,PCMC,1385.4603997333577,1,569.2752714687958,1,905.214331048208,45000.0,5000.0,57.69,Unknown,13978.999856771668,0.0006303359340926,0.5248753296170209,0.6372368303898839,0.0570884871550903,0.4874086108854589,6274.202723470861,other
ChIJr7yn4H67wjsRqu_HzgVeaKM,Grand Highstreet - Shopping Mall in Hinjewadi,18.5935247,73.7261139,4.3,32,86.0,1,10,Medium,38700,Low,340,cell_340,0.0014386393809831,18.593809191650617,73.7247036703133,12,0.0,4769.923691150736,0.0,19.55,West Pune,Grade B,Low,Hinjewadi Lakshmi chowk,753.5839121332142,51550,PCMC_28,Wakad–Hinjewadi,PCMC,1546.1307524452866,1,0.0,1,125.50621105264872,45000.0,5000.0,57.69,Unknown,16131.805994020971,0.0006303359340926,0.8884890995534649,1.0,0.2283539486203615,1.949634443541836,4769.923691150736,other
ChIJJ18viuu7wjsRIFlgZyoq0g8,"PVR Grand Highstreet Mall, Hinjawadi",18.5938285,73.7252894,4.4,6623,88.0,1,598,High,2368080,High,340,cell_340,0.0005860478463629,18.593809191650617,73.7247036703133,12,0.0,4769.923691150736,0.0,19.55,West Pune,Grade B,Low,Hinjewadi Lakshmi chowk,753.5839121332142,51550,PCMC_28,Wakad–Hinjewadi,PCMC,1546.1307524452866,1,0.0,1,125.50621105264872,45000.0,5000.0,57.69,Unknown,16131.805994020971,0.0006303359340926,0.8884890995534649,1.0,0.2283539486203615,1.949634443541836,4769.923691150736,other
ChIJEahzm1C7wjsRlGHabFTEF-M,Mezza9 Chouk,18.5940849,73.73504460000001,4.2,424,84.0,1,36,High,136080,Low,458,cell_458,0.001385486577387,18.593809191650617,73.7336868231545,8,0.0,21628.77853369865,0.0,19.55,West Pune,Grade B,Low,Hinjewadi Lakshmi chowk,56.44733304856345,51550,PCMC_28,Wakad–Hinjewadi,PCMC,553.9402990674947,4,0.0,2,0.0,45000.0,5000.0,57.69,Unknown,15322.528390274856,0.0006303359340926,2.0,4.0,0.1522359657469077,1.2997562956945572,21628.77853369865,other
ChIJExZBAHe5wjsRkXwtMurbBMM,Pimpri Market,18.624074,73.8002394,4.2,9091,84.0,1,784,High,2963520,High,1350,cell_1350,0.0009448407085044,18.623606486470138,73.80106046946347,37,0.0,42616.01649300398,227.8953375731916,24.92,PCMC,Grade B,Low,Vallabhnagar Pimpri Pune,477.5690943626687,51628,PCMC_3,Chinchwad Gaon,PCMC,254.3680420201272,1,0.0,1,0.0,45000.0,5000.0,57.69,Unknown,12887.728087779711,0.0006303359340926,1.0,1.0,0.7030478072508931,6.003764522619589,34706.55453194418,other
ChIJc0jYcwO5wjsRx5qjCzNt-kY,Vi - Vodafone Idea Store,18.5988205,73.7977593,4.6,318,92.0,1,30,High,124199,Low,1285,cell_1285,0.001409232222115,18.59806626745477,73.79656889304287,18,0.0,18699.30039091146,0.0,26.29,PCMC,Grade B,Low,pimple Saudagar,387.9839081503451,59089,PCMC_17,Rahatani,PCMC,0.0,1,214.1013146005571,1,30.51475931610912,25000.0,3000.0,35.45,Low,10712.5817456904,0.0010515579376824,0.9703888187527174,0.8236544907531074,0.2995556591056599,2.605335147418547,18699.30039091146,other
ChIJQyrCaAC_wjsRww9fHh-Ny7w,Westend Mall,18.5616924,73.8071678,4.3,92,86.0,1,10,Medium,38700,Low,1394,cell_1394,0.0025275309629518,18.55974875615261,73.80555204588406,46,0.0,26484.245481581056,424.9337432709125,28.14,West Pune,Grade B,Medium,Aundh Gaon,0.0,92644,PMC_1,Aundh,PMC,0.0,4,0.0,1,214.052808299946,75000.0,8000.0,138.97,High,6944.066916949037,0.0003751949974,0.8236873990681781,4.0,0.491222075092905,4.481508904563345,18586.299613332823,other
ChIJO9yVJjC_wjsRJ6QzzX6riJM,Cinepolis Nexus Westend Mall,18.5619631,73.80703849999999,4.3,27010,86.0,1,2386,High,9233820,High,1395,cell_1395,0.002527009289503,18.564006682665436,73.80555204588406,34,0.0,22379.65746635684,424.0600637188761,21.3,West Pune,Grade B,Low,Aundh Road,337.9236837076023,92644,PMC_1,Aundh,PMC,337.9236837076023,1,0.0,1,0.0,45000.0,5000.0,57.69,Unknown,7251.664619531586,0.0006303359340926,1.0,1.0,0.3630771859382341,3.312419625112037,15715.38872308044,other
ChIJAbThvYzBwjsRFl6uxVHvemg,Deccan Corner,18.5142969,73.84231919999999,4.3,4521,86.0,1,399,High,1544130,High,1855,cell_1855,0.0016232931859715,18.51290455695171,73.84148465724884,8,0.0,21417.45676018438,0.0,34.5,Central Pune,Grade A,Low,Deccan Gymkhana,195.5686884112656,78493,PMC_35,Sadashiv Peth,PMC,586.6041281968355,1,0.0,4,0.0,45000.0,5000.0,57.69,Unknown,1807.864016379428,0.0006303359340926,4.0,1.0,0.1006377920068433,0.9040263071655386,21417.45676018438,other
ChIJ5YHDNRzBwjsR8lase57Xf-g,"sadashiv peth,pune",18.509591,73.8490672,4.7,64,94.0,1,10,Medium,42300,Low,1972,cell_1972,0.0016899554830667,18.508645356879995,73.85046781009004,34,0.0,31202.785987957413,105.92600252924429,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,14.67762456741184,78493,PMC_35,Sadashiv Peth,PMC,14.67762456741184,2,0.0,1,317.2800366555397,45000.0,5000.0,57.69,Unknown,1462.9440357842566,0.0006303359340926,0.7591400250313621,2.0,0.4277106160290843,3.842111805453539,28214.171578023197,other
ChIJT1GshnPAwjsRtJvDmiYROF8,Agraj Food Processors (Tilak Road ),18.5093498,73.8481487,4.3,103,86.0,1,10,High,38700,Low,1913,cell_1913,0.0022838235629509,18.508645356879995,73.84597623366945,37,0.0,33609.19892721213,0.0,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,376.3211483259576,78493,PMC_35,Sadashiv Peth,PMC,87.83910110922022,4,0.0,1,248.4319687746465,45000.0,5000.0,57.69,Unknown,1728.2670732170914,0.0006303359340926,0.801004800430987,4.0,0.4654497880316506,4.181121670640616,33609.19892721213,other
ChIJBQKcmwLBwjsRlZJ784y3byU,Laxmi Road Market,18.5153778,73.8656771,4.7,19,94.0,1,10,Low,42300,Low,2151,cell_2151,0.0024895711410517,18.51716365100839,73.86394253935183,25,0.0,40679.36881886009,195.67293783570457,13.81,Pune,Grade C,Low,manjari farm,571.2120933642157,90903,PMC_9,Bhavani Peth,PMC,0.0,4,0.0,1,23.062032253015783,25000.0,3000.0,54.54,Low,844.1793610398721,0.0005523779048838,0.9774578358633564,4.0,0.2720259403936759,2.4776270279377224,34022.15399513356,other
ChIJYWXFp2XAwjsRxbP8Kbuv1QE,Shopping in Pune,18.5263978,73.8830471,3.9,10,78.0,0,10,Low,35100,Low,2389,cell_2389,0.0013448717347424,18.52568152099306,73.88190884503422,1,96.79668146884067,13025.126095721123,559.9972550746901,43.59,Central Pune,Grade A,High,Koregaon Park,1628.0810457361913,76984,PMC_23,Camp,PMC,1262.244196886572,1,397.7989150447281,1,191.1975510464981,45000.0,5000.0,57.69,Unknown,2721.992547986829,0.0006303359340926,0.8394913162149082,0.7154104851826996,0.0128231432088633,0.1149636714798123,8349.454496378266,other
ChIJAQAAAEfBwjsRtFMv0nQqlZw,Pankaj Market,18.5649251,73.9117711,4.3,23,86.0,1,10,Medium,38700,Low,2811,cell_2811,0.0018264820340308,18.564006682665436,73.9133498799784,30,0.0,14674.120427757423,189.32631876416335,32.2,East Pune,Grade A,High,Viman Nagar,207.1955776377581,78980,PMC_20,Viman Nagar,PMC,207.1955776377581,1,0.0,1,365.1899981251918,45000.0,5000.0,57.69,Unknown,7692.742051136373,0.0006303359340926,0.7324987740704918,1.0,0.3750937734433608,3.37154416722859,12338.178510171538,other
ChIJrwrAxsfBwjsRepPSPvyGnQg,Idea Store,18.5653345,73.9180648,3.1,137,62.0,0,10,High,27900,Low,2870,cell_2870,0.0013464699172596,18.564006682665436,73.91784145639899,59,0.0,17540.23447803498,38.85469431826366,32.2,East Pune,Grade A,High,Viman Nagar,252.45435461429423,88586,PMC_15,Vadgaon Sheri,PMC,197.01190678449348,2,0.0,1,503.2998487643612,45000.0,5000.0,57.69,Unknown,8065.874315070006,0.0006303359340926,0.6652032865046524,2.0,0.6585850467707008,5.984622563041406,16884.20389681692,other
ChIJ01yTasDBwjsRxDjfCCFFwXo,HITESH MART,18.5624017,73.9084256,5.0,53,100.0,1,10,Medium,45000,Low,2752,cell_2752,0.0016622880993621,18.564006682665436,73.9088583035578,7,0.0,21230.75907726675,364.0314651988282,32.2,East Pune,Grade A,High,Viman Nagar,411.703871928776,78980,PMC_20,Viman Nagar,PMC,411.703871928776,1,0.0,1,396.2033306641084,45000.0,5000.0,57.69,Unknown,7331.21161685311,0.0006303359340926,0.716228057932183,1.0,0.0875218804701175,0.7866936390200046,15564.71358538056,other
ChIJvWqeR8HDwjsR_hOEfgRyNj0,Gera's Imperium Alpha,18.5567832,73.954971,4.4,522,88.0,1,47,High,186120,Low,3281,cell_3281,0.0058334917941998,18.555490723395064,73.94928249134318,20,0.0,17837.094390860122,884.0462954373143,19.17,East Pune,Grade B,Low,kharadi,218.5998435090296,92092,PMC_14,Kharadi,PMC,600.3514121458278,1,688.3832009004761,1,981.6359973987204,45000.0,5000.0,57.69,Unknown,10511.571790892109,0.0006303359340926,0.5046335458745668,0.592282604723065,0.2148412323293086,1.9590173568937823,9467.439539069224,other
ChIJKWHtXvHDwjsRy0b2T2E5dos,Nyati Enthral,18.549537,73.9376408,4.3,49,86.0,1,10,Medium,38700,Low,3103,cell_3103,0.0024970051091116,18.55123258441366,73.93580776208138,13,0.0,32485.90753910933,0.0,19.17,East Pune,Grade B,Low,kharadi,1040.4420222546903,92092,PMC_14,Kharadi,PMC,461.5806701295078,5,0.0,1,1571.525973513415,45000.0,5000.0,57.69,Unknown,9017.254832484545,0.0006303359340926,0.3888741588846267,5.0,0.1396468010140506,1.2733612819809583,32485.90753910933,other
ChIJZRVsWcvBwjsRonTUjNBX8NQ,The Platinum Towers,18.5514964,73.9289901,4.2,193,84.0,1,16,High,60480,Low,2985,cell_2985,0.0021815015228984,18.55123258441366,73.92682460924019,3,0.0,57090.70221623619,822.8103336736344,23.88,East Pune,Grade B,Medium,Mundhwa,1545.229515193961,88586,PMC_15,Vadgaon Sheri,PMC,963.217660333946,1,614.2957062250935,1,1488.48851476578,45000.0,5000.0,57.69,Unknown,8149.273092847421,0.0006303359340926,0.4018503577839986,0.619465192246855,0.0334873752595271,0.3043028421885461,31320.155016445067,other
ChIJNUntsZXDwjsRyobNjJ8IobE,Gera World of Joy,18.5642542,73.9632149,4.0,524,80.0,1,43,High,154800,Low,3283,cell_3283,0.0139346071279878,18.564006682665436,73.94928249134318,5,0.0,33075.61409145949,103.71318414069452,19.17,East Pune,Grade B,Low,kharadi,1218.5998435090296,92092,PMC_14,Kharadi,PMC,1375.33927516238,1,21.273503441363573,1,333.56920291110873,45000.0,5000.0,57.69,Unknown,10898.383060195416,0.0006303359340926,0.7498673468291368,0.979169631475135,0.0537103080823271,0.4897543392234456,29967.58085952447,other
ChIJhbYx5RrBwjsRjlsH2-jAEcI,CITY CENTRE,18.502173,73.9299393,4.6,80,92.0,1,10,Medium,41400,Low,3032,cell_3032,0.0024664566458566,18.500126638775043,73.93131618566079,27,0.0,46964.16652364753,0.0,21.23,East Pune,Grade B,Medium,Hadapsar Gaon,851.5027283425136,77669,PMC_12,Hadapsar,PMC,851.5027283425136,3,0.0,1,154.44016281177738,45000.0,5000.0,57.69,Unknown,8184.300037668021,0.0006303359340926,0.8662207295044034,3.0,0.343210159020707,3.079765937788728,46964.16652364753,other
ChIJp1vK4kjAwjsRsr7Bkqf0-Pg,Magarpatta City,18.5146494,73.93224699999999,4.6,4062,92.0,1,383,High,1585619,High,3035,cell_3035,0.0019775976833578,18.51290455695171,73.93131618566079,4,0.0,26590.12565712677,0.0,32.09,East Pune,Grade A,High,Magarpatta,66.43240263778716,77669,PMC_12,Hadapsar,PMC,406.5353478524323,1,89.91166556533426,1,220.1070463391952,45000.0,5000.0,57.69,Unknown,7911.444079641147,0.0006303359340926,0.8196002170468537,0.9175055480127398,0.0508459494845491,0.4562616204131449,26590.12565712677,other
ChIJAQ3uAfPrwjsRuvLthADc3Dc,One Place - Wanowrie,18.4813443,73.9034598,4.5,117,90.0,1,10,High,40500,Low,2674,cell_2674,0.0019653923165464,18.483087931304407,73.90436672713722,14,0.0,23486.569701537985,1204.74839048367,25.36,South Pune,Grade B,High,Wanowrie,350.10306511476387,76204,PMC_11,Wanowrie,PMC,240.3246260107484,1,25.1110308712814,1,165.63660367392004,45000.0,5000.0,57.69,Unknown,6517.487224177984,0.0006303359340926,0.8579003068779265,0.975504086762252,0.1813377545204911,1.6240545682334926,10652.72110092598,other
ChIJi-dXbifBwjsR6AXiC97uTEk,Sacred Heart Town,18.4900789,73.8995535,4.3,435,86.0,1,38,High,147060,Low,2617,cell_2617,0.0015620715560496,18.49160749686076,73.89987515071661,49,0.0,33124.96148072439,1019.0797815434418,25.36,South Pune,Grade B,High,Wanowrie,897.3578459279532,76204,PMC_11,Wanowrie,PMC,455.1463894373737,1,0.0,1,172.3373067507055,45000.0,5000.0,57.69,Unknown,5565.640009165178,0.0006303359340926,0.852996824584247,1.0,0.6346821408217191,5.684190988817225,16405.969582540583,other
ChIJdfSIVQDBwjsR0-ji7Jei8LI,"Jagtap Chowk, Wanwadi",18.49152,73.900197,4.4,111,88.0,1,10,High,39600,Low,2617,cell_2617,0.0003335306010914,18.49160749686076,73.89987515071661,49,0.0,33124.96148072439,1019.0797815434418,25.36,South Pune,Grade B,High,Wanowrie,897.3578459279532,76204,PMC_11,Wanowrie,PMC,455.1463894373737,1,0.0,1,172.3373067507055,45000.0,5000.0,57.69,Unknown,5565.640009165178,0.0006303359340926,0.852996824584247,1.0,0.6346821408217191,5.684190988817225,16405.969582540583,other
ChIJi1eyYwDrwjsRfSqRVs4zva0,Sunday Bazaar,18.4711223,73.87953,3.8,113,76.0,0,10,High,34200,Low,2317,cell_2317,0.0022643016735319,18.470307789007,73.87741726861361,1,0.0,15799.239286263806,0.0,14.95,South Pune,Grade C,Low,Gagan emerlad Kondhwa,1540.3484433686442,76111,PMC_27,Bibwewadi,PMC,993.8376079959056,1,598.4804682963116,1,1251.317950616591,45000.0,5000.0,57.69,Unknown,5983.116189971337,0.0006303359340926,0.4441842609241934,0.6255941313226163,0.0129683183981533,0.1161291821021704,15799.239286263806,other
ChIJFVqNx0DrwjsRYbXW3m7WuQc,Maruti Electricals & Hardware,18.451346,73.9157848,4.9,77,98.0,1,10,Medium,44100,Low,2844,cell_2844,0.0028136611434281,18.45326611809182,73.91784145639899,4,0.0,20304.112862621336,0.0,16.0,South Pune,Grade C,Low,Undri Chowck,845.3940313439816,123981,PMC_38,Undri,PMC,2320.6547533489797,1,1538.6487337627134,1,2635.608757270153,45000.0,5000.0,57.69,Unknown,9864.04541397228,0.0006303359340926,0.2750570995848474,0.3939103455710583,0.0320048647394404,0.2985497943738291,20304.112862621336,other
ChIJ53SvLBHqwjsR7BESQVcmrWs,Margosa Market,18.4699886,73.9220206,4.1,44,82.0,1,10,Medium,36900,Low,2907,cell_2907,0.0004466496266092,18.470307789007,73.9223330328196,4,0.0,20125.500820686757,1738.4565833485767,16.0,South Pune,Grade C,Low,Undri Chowck,803.6035310008617,78826,PMC_39,Mohammadwadi,PMC,2191.574045029469,2,0.0,1,1139.1484817538771,45000.0,5000.0,57.69,Unknown,8884.068275193365,0.0006303359340926,0.4674757308946151,2.0,0.0501089870468268,0.4503186004097899,7349.21303593477,other
ChIJZ9MfXDTqwjsRirhULpB1nY8,Dynamic Grandeur,18.4450028,73.91655349999999,4.1,352,82.0,1,29,High,107010,Low,2842,cell_2842,0.0013135730008805,18.444744648217277,73.91784145639899,4,0.0,29944.52635245953,410.5272091925538,16.0,South Pune,Grade C,Low,Undri Chowck,1845.3940313439816,123981,PMC_38,Undri,PMC,2745.2457891956656,1,2538.3584049277547,1,3259.048097270937,45000.0,5000.0,57.69,Unknown,10599.34112172313,0.0006303359340926,0.2347942491282895,0.2826169329278044,0.0320048647394404,0.2985497943738291,21229.314937923853,other
ChIJGXdRe8XqwjsRCIBi_szhkQI,Wonder City,18.4514277,73.854336,4.0,1231,80.0,1,101,High,363600,Medium,2018,cell_2018,0.0019412346128101,18.45326611809182,73.85495938651064,4,0.0,22085.162262619368,89.6168372055717,20.02,South Pune,Grade B,Medium,Dhankawadi,869.1663659304343,76903,PMC_30,Dhankawadi,PMC,233.7310065490028,1,0.0,1,140.9617095158901,45000.0,5000.0,57.69,Unknown,7467.203557510231,0.0006303359340926,0.8764536019568088,1.0,0.0513459045222905,0.4602833043738421,20268.741734258543,other
ChIJrWkv2B7rwjsRd2R161hUWxw,Yewalewadi Market,18.4364014,73.8952238,4.2,112,84.0,1,10,High,37800,Low,2545,cell_2545,0.0002396698555616,18.43622275562143,73.89538357429602,22,0.0,35553.96895603623,0.0,20.28,South Pune,Grade B,High,Katraj,2951.057981530212,84127,PMC_10,Kondhwa,PMC,2251.088263288927,1,1649.1786048879026,1,2696.499189574498,45000.0,5000.0,57.69,Unknown,10210.519155493834,0.0006303359340926,0.2705262327178028,0.3774754930282679,0.2584373935414146,2.337267734018932,35553.96895603623,other
ChIJeT1M8VbrwjsRlK5pI7PS2zI,Maha Trade Market,18.4762335,73.8733015,4.4,110,88.0,1,10,High,39600,Low,2259,cell_2259,0.0017074290757707,18.47456794227329,73.87292569219302,1,32.648900656728074,14687.936765163877,0.0,14.95,South Pune,Grade C,Low,Gagan emerlad Kondhwa,2102.8815355525494,76111,PMC_27,Bibwewadi,PMC,834.5281293078197,1,552.280862091342,1,796.1269406415678,45000.0,5000.0,57.69,Unknown,5375.847059972229,0.0006303359340926,0.556753521910208,0.6442133150135793,0.0129683183981533,0.1161291821021704,14687.936765163877,other
ChIJ3Q3yZ4LrwjsRtEZH-auiEyM,99 Avenue Complex,18.4865156,73.88878369999999,4.4,41,88.0,1,10,Medium,39600,Low,2498,cell_2498,0.0022665881613088,18.487347767027387,73.89089199787541,2,0.0,10836.781555788895,0.0,25.36,South Pune,Grade B,High,Wanowrie,1821.433321188204,76204,PMC_11,Wanowrie,PMC,763.8981586545706,1,6.6913773119449615,1,809.4553817382472,45000.0,5000.0,57.69,Unknown,5148.443174271856,0.0006303359340926,0.5526524776971032,0.9933530996065424,0.0259053935029273,0.2320077954619275,10836.781555788895,other
ChIJyxNpL6TqwjsRhkduY7HUW74,Narayani Dham Katraj Pune,18.4532293,73.8535994,4.5,811,90.0,1,74,High,299700,Medium,2018,cell_2018,0.0013604847963262,18.45326611809182,73.85495938651064,4,0.0,22085.162262619368,89.6168372055717,20.02,South Pune,Grade B,Medium,Dhankawadi,869.1663659304343,76903,PMC_30,Dhankawadi,PMC,233.7310065490028,1,0.0,1,140.9617095158901,45000.0,5000.0,57.69,Unknown,7467.203557510231,0.0006303359340926,0.8764536019568088,1.0,0.0513459045222905,0.4602833043738421,20268.741734258543,other
ChIJGcaSZ_DqwjsRoMyjpzuNu8g,Gagan Signet,18.452569,73.87948999999999,4.3,216,86.0,1,19,High,73530,Low,2313,cell_2313,0.0021868216740313,18.45326611809182,73.87741726861361,5,0.0,29969.941530363576,0.0,20.28,South Pune,Grade B,High,Katraj,803.6760909927602,84127,PMC_10,Kondhwa,PMC,1384.398889951548,1,318.86554518691264,1,1378.43445304961,45000.0,5000.0,57.69,Unknown,7778.090488478129,0.0006303359340926,0.4204446326943372,0.7582274050978242,0.0587357712594124,0.53119721227703,29969.941530363576,other
ChIJQ-4qomeVwjsRljxUq6A1g0k,Gayatri Electronics,18.4582738,73.8077337,4.5,64,90.0,1,10,Medium,40500,Low,1370,cell_1370,0.0023060315208414,18.45752669445625,73.80555204588406,9,0.0,11946.988721327229,0.0,15.79,South Pune,Grade C,High,Narhe,863.5433638774846,82537,PMC_32,Narhe,PMC,1553.1979973930186,1,320.9597067788709,1,16.738656049594283,45000.0,5000.0,57.69,Unknown,8830.076202565846,0.0006303359340926,0.9835369138863764,0.7570253618397464,0.1077366915259106,0.972583939397214,11946.988721327229,other
ChIJOUQookCVwjsR2tJ9iX5Xv-E,Sinhgad Road Pune,18.4772652,73.8182336,4.4,21,88.0,1,10,Medium,39600,Low,1552,cell_1552,0.0017525519958672,18.478827989712737,73.81902677514584,5,0.0,36771.61780885129,189.70584563854868,27.84,Central Pune,Grade B,High,Karve Nagar,851.2192849103803,83098,PMC_31,Sinhagad Road,PMC,317.1137621808539,1,238.65080353803933,1,177.2905214645053,45000.0,5000.0,57.69,Unknown,6095.078784642914,0.0006303359340926,0.8494080108247516,0.8073300377666043,0.0594544460034721,0.5370684654879805,30908.15930984597,other
ChIJnaLgXTa_wjsRKEWVFkL-3js,Atul Nagar Warje,18.4846888,73.7947212,4.3,60,86.0,1,10,Medium,38700,Low,1258,cell_1258,0.0024447392828733,18.483087931304407,73.79656889304287,17,0.0,39560.97435974845,0.0,24.12,South Pune,Grade B,High,Warje,962.3048193548016,77606,PMC_6,Warje Malwadi,PMC,285.42310214082755,1,102.09319189563394,1,1354.5350095294034,45000.0,5000.0,57.69,Unknown,7577.452699458465,0.0006303359340926,0.4247123087797569,0.907364284031162,0.2162684782332137,1.9405063580120083,39560.97435974845,other
ChIJfydxpX-VwjsRkkGeagxmf20,Sakhi Ladies Tailors,18.4760158,73.7968915,4.7,173,94.0,1,16,High,67680,Low,1256,cell_1256,0.0014833634907129,18.47456794227329,73.79656889304287,10,0.0,38523.394756950525,0.0,24.12,South Pune,Grade B,High,Warje,1031.3055344539578,77606,PMC_6,Warje Malwadi,PMC,1271.6932118010675,1,0.0,1,1933.2765515455976,45000.0,5000.0,57.69,Unknown,8135.017335802694,0.0006303359340926,0.3409156901598935,1.0,0.1272167519018904,1.1414743282423578,38523.394756950525,other
ChIJhTFuIpC_wjsRqdorQwLGs5A,Dodke shobhan,18.493218,73.7877424,4.2,40,84.0,1,10,Medium,37800,Low,1142,cell_1142,0.0016181046486294,18.49160749686076,73.78758574020166,1,0.0,11049.205497399184,0.0,24.12,South Pune,Grade B,High,Warje,2249.9635791857418,77606,PMC_6,Warje Malwadi,PMC,1122.8108356079351,1,761.3431435047413,1,1385.767629431339,45000.0,5000.0,57.69,Unknown,7959.996351303093,0.0006303359340926,0.4191523045512842,0.5677485410424843,0.012721675190189,0.1141474328242357,11049.205497399184,other
ChIJ2zAVXeq_wjsRoPlz8wTbcwY,Airtel Store,18.5140344,73.7706816,3.0,82,60.0,0,10,Medium,27000,Low,911,cell_911,0.001550722677408,18.51290455695171,73.76961943451927,10,0.0,19206.927142200533,0.0,15.59,West Pune,Grade C,Low,old vitthal mandir bavdhan,215.37842054106292,92410,PMC_3,Bavdhan,PMC,1195.742767860245,1,383.66816588584334,1,1162.3138364248207,45000.0,5000.0,57.69,Unknown,9219.396330156344,0.0006303359340926,0.462467558203024,0.7227166344177516,0.107054919173536,0.9764671418806756,19206.927142200533,other
ChIJ___OOLu-wjsR2pb10RIVy3A,Dhanashree Furniture Mall,18.5523636,73.7588289,2.8,19,56.0,0,10,Low,25199,Low,802,cell_802,0.0021320939910775,18.55123258441366,73.76063628167807,8,0.0,13020.694077732813,894.6391886937512,17.18,West Pune,Grade C,Low,Sus gaon,794.3692420085063,92640,PMC_2,Baner,PMC,2761.463170150254,1,512.8114546719806,1,1722.1026595320743,45000.0,5000.0,57.69,Unknown,10692.24159212142,0.0006303359340926,0.3673630737247428,0.6610209070745221,0.0854335753951302,0.779423226812159,6872.387183498437,other
ChIJU6ghax2_wjsRjyvdNH5mx7E,Gol Market,18.5375574,73.7957946,4.0,221,80.0,1,18,High,64800,Low,1271,cell_1271,0.0011873349722112,18.538457530335,73.79656889304287,20,0.0,27659.412344956672,1403.4695450269562,29.3,West Pune,Grade A,High,Pashan,0.0,76498,PMC_40,Pashan,PMC,369.9263378130272,1,214.4956533244469,3,0.0,45000.0,5000.0,57.69,Unknown,6650.036833472554,0.0006303359340926,3.0,0.823387055575451,0.2580711760303492,2.3121921894147843,11508.118504013104,other
ChIJY4VcaPW_wjsRfD41_hRO6xI,Pashan Bhaji market,18.5382046,73.79479119999999,4.1,555,82.0,1,46,High,169740,Low,1271,cell_1271,0.0017955963658557,18.538457530335,73.79656889304287,20,0.0,27659.412344956672,1403.4695450269562,29.3,West Pune,Grade A,High,Pashan,0.0,76498,PMC_40,Pashan,PMC,369.9263378130272,1,214.4956533244469,3,0.0,45000.0,5000.0,57.69,Unknown,6650.036833472554,0.0006303359340926,3.0,0.823387055575451,0.2580711760303492,2.3121921894147843,11508.118504013104,other
